Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Team,SourceTable,Trp-Dbl,Awards
19.0,Ricky Council IV,22.0,32,0,289,54,112,0.482,12,32,0.375,42,80,0.525,0.536,53,71,0.746,14,32,46,16,8,1,5,17,173,Philadelphia 76ers,totals,0,
20.0,Jeff Dowtin Jr.,26.0,12,0,142,20,36,0.556,9,19,0.474,11,17,0.647,0.681,3,4,0.75,3,17,20,27,7,1,5,1,52,Philadelphia 76ers,totals,0,
21.0,Terquavion Smith,21.0,16,0,84,18,46,0.391,13,35,0.371,5,11,0.455,0.533,3,5,0.6,0,4,4,12,8,0,7,8,52,Philadelphia 76ers,totals,0,
22.0,P.J. Tucker,38.0,3,3,66,2,5,0.4,2,5,0.4,0,0,,0.6,0,0,,1,13,14,0,3,2,2,9,6,Philadelphia 76ers,totals,0,
23.0,Danny Green,36.0,2,0,18,0,2,0.0,0,1,0.0,0,1,0.0,0.0,0,0,,0,2,2,1,1,0,0,1,0,Philadelphia 76ers,totals,0,
24.0,D.J. Wilson,27.0,2,0,15,4,6,0.667,2,2,1.0,2,4,0.5,0.833,0,0,,1,1,2,2,0,2,0,1,10,Philadelphia 76ers,totals,0,
25.0,Darius Bazley,23.0,3,0,10,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,0,1,1,2,0,0,1,0,0,Philadelphia 76ers,totals,0,
26.0,Kenneth Lofton Jr.,21.0,2,0,9,1,6,0.167,0,2,0.0,1,4,0.25,0.167,0,0,,0,3,3,0,0,0,2,0,2,Philadelphia 76ers,totals,0,
27.0,Filip PetruÅ¡ev,23.0,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,0,0,Philadelphia 76ers,totals,0,
28.0,Javonte Smart,24.0,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,Philadelphia 76ers,totals,0,
,Team Totals,,82,82,19778,3404,7331,0.464,992,2733,0.363,2412,4598,0.525,0.532,1597,1934,0.826,906,2616,3522,2041,694,492,924,1668,9397,Philadelphia 76ers,totals,2,
1.0,Bam Adebayo,26.0,71,71,2416,530,1017,0.521,15,42,0.357,515,975,0.528,0.529,292,387,0.755,159,578,737,278,81,66,162,159,1367,Miami Heat,totals,2,"DPOY-3,AS,DEF1"
2.0,Jaime Jaquez Jr.,22.0,75,20,2113,341,697,0.489,65,202,0.322,276,495,0.558,0.536,142,175,0.811,82,203,285,195,77,20,110,167,889,Miami Heat,totals,0,"ROY-4,6MOY-9"
3.0,Jimmy Butler,34.0,60,60,2042,396,793,0.499,60,145,0.414,336,648,0.519,0.537,394,459,0.858,105,213,318,298,79,17,102,68,1246,Miami Heat,totals,1,
4.0,Duncan Robinson,29.0,68,36,1905,304,675,0.45,187,473,0.395,117,202,0.579,0.589,80,90,0.889,15,158,173,192,46,16,95,163,875,Miami Heat,totals,0,
5.0,Caleb Martin,28.0,64,23,1756,241,559,0.431,81,232,0.349,160,327,0.489,0.504,77,99,0.778,74,207,281,143,47,29,77,126,640,Miami Heat,totals,0,
6.0,Tyler Herro,24.0,42,40,1407,324,735,0.441,132,333,0.396,192,402,0.478,0.531,95,111,0.856,19,203,222,188,30,3,93,63,875,Miami Heat,totals,0,
7.0,Haywood Highsmith,27.0,66,26,1366,153,329,0.465,76,192,0.396,77,137,0.562,0.581,23,36,0.639,65,145,210,70,53,30,34,117,405,Miami Heat,totals,0,
8.0,Josh Richardson,30.0,43,6,1103,154,347,0.444,66,190,0.347,88,157,0.561,0.539,51,54,0.944,18,103,121,105,24,14,36,76,425,Miami Heat,totals,0,
9.0,Kyle Lowry,37.0,37,35,1037,103,242,0.426,62,161,0.385,41,81,0.506,0.554,35,42,0.833,25,104,129,147,39,15,53,94,303,Miami Heat,totals,0,
10.0,Terry Rozier,29.0,31,30,975,190,449,0.423,66,178,0.371,124,271,0.458,0.497,63,69,0.913,18,112,130,144,31,9,41,49,509,Miami Heat,totals,0,
11.0,Kevin Love,35.0,55,5,924,158,359,0.44,84,244,0.344,74,115,0.643,0.557,85,108,0.787,59,279,338,115,18,10,48,97,485,Miami Heat,totals,0,
12.0,Nikola JoviÄ,20.0,46,38,896,127,281,0.452,65,163,0.399,62,118,0.525,0.568,33,47,0.702,25,167,192,90,25,14,42,82,352,Miami Heat,totals,0,
13.0,Thomas Bryant,26.0,38,4,441,86,149,0.577,4,22,0.182,82,127,0.646,0.591,41,47,0.872,40,101,141,23,10,16,21,46,217,Miami Heat,totals,0,
14.0,Orlando Robinson,23.0,36,7,304,36,72,0.5,8,15,0.533,28,57,0.491,0.556,19,25,0.76,28,56,84,34,7,8,18,35,99,Miami Heat,totals,0,
15.0,Delon Wright,31.0,14,1,286,26,66,0.394,11,30,0.367,15,36,0.417,0.477,13,16,0.813,6,21,27,37,19,3,3,10,76,Miami Heat,totals,0,
