nba_player_id,first_name,last_name,full_name,team_id,team_abbr,position,bio,headshot_url,active
76129,Ed,Beach,Ed Beach,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76129.png,False
203078,Bradley,Beal,Bradley Beal,1610612756,PHX,,,https://cdn.nba.com/headshots/nba/latest/260x190/203078.png,True
76130,Butch,Beard,Butch Beard,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76130.png,False
76131,Ralph,Beard,Ralph Beard,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76131.png,False
2602,Jerome,Beasley,Jerome Beasley,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/2602.png,False
1627736,Malik,Beasley,Malik Beasley,1610612749,MIL,,,https://cdn.nba.com/headshots/nba/latest/260x190/1627736.png,True
201563,Michael,Beasley,Michael Beasley,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/201563.png,False
76133,Zelmo,Beaty,Zelmo Beaty,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76133.png,False
201958,Rodrigue,Beaubois,Rodrigue Beaubois,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/201958.png,False
1630699,MarJon,Beauchamp,MarJon Beauchamp,1610612749,MIL,,,https://cdn.nba.com/headshots/nba/latest/260x190/1630699.png,True
76134,Byron,Beck,Byron Beck,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76134.png,False
1133,Corey,Beck,Corey Beck,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/1133.png,False
76136,Ernie,Beck,Ernie Beck,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76136.png,False
76137,Moe,Becker,Moe Becker,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76137.png,False
76138,William,Bedford,William Bedford,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76138.png,False
1641736,Reece,Beekman,Reece Beekman,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/1641736.png,False
76139,Hank,Beenders,Hank Beenders,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76139.png,False
76140,Ron,Behagen,Ron Behagen,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76140.png,False
76141,Elmer,Behnke,Elmer Behnke,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76141.png,False
201158,Marco,Belinelli,Marco Belinelli,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/201158.png,False
2294,Charlie,Bell,Charlie Bell,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/2294.png,False
76142,Dennis,Bell,Dennis Bell,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76142.png,False
1628395,Jordan,Bell,Jordan Bell,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/1628395.png,False
1952,Raja,Bell,Raja Bell,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/1952.png,False
2559,Troy,Bell,Troy Bell,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/2559.png,False
76143,William,Bell,William Bell,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76143.png,False
76144,Walt,Bellamy,Walt Bellamy,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76144.png,False
1627761,DeAndre',Bembry,DeAndre' Bembry,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/1627761.png,False
76145,Irv,Bemoras,Irv Bemoras,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76145.png,False
76146,Leon,Benbow,Leon Benbow,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76146.png,False
1627733,Dragan,Bender,Dragan Bender,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/1627733.png,False
1886,Jonathan,Bender,Jonathan Bender,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/1886.png,False
203968,Jerrelle,Benimon,Jerrelle Benimon,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/203968.png,False
104,Benoit,Benjamin,Benoit Benjamin,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/104.png,False
1736,Corey,Benjamin,Corey Benjamin,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/1736.png,False
203461,Anthony,Bennett,Anthony Bennett,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/203461.png,False
1120,Elmer,Bennett,Elmer Bennett,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/1120.png,False
712,Mario,Bennett,Mario Bennett,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/712.png,False
76151,Mel,Bennett,Mel Bennett,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76151.png,False
76148,Tony,Bennett,Tony Bennett,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76148.png,False
76152,Winston,Bennett,Winston Bennett,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76152.png,False
128,David,Benoit,David Benoit,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/128.png,False
202728,Keith,Benson,Keith Benson,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/202728.png,False
76154,Kent,Benson,Kent Benson,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76154.png,False
1627791,Ben,Bentil,Ben Bentil,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/1627791.png,False
76155,Gene,Berce,Gene Berce,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76155.png,False
76156,Gary,Bergen,Gary Bergen,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76156.png,False
1642866,Joan,Beringer,Joan Beringer,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/1642866.png,False
1631262,Jules,Bernard,Jules Bernard,1610612764,WAS,,,https://cdn.nba.com/headshots/nba/latest/260x190/1631262.png,True
76157,Ricky,Berry,Ricky Berry,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76157.png,False
76158,Walter,Berry,Walter Berry,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76158.png,False
1629541,Dairis,Bertans,Dairis Bertans,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/1629541.png,False
202722,Davis,Bertans,Davis Bertans,1610612766,CHA,,,https://cdn.nba.com/headshots/nba/latest/260x190/202722.png,True
76159,Del,Beshore,Del Beshore,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76159.png,False
696,Travis,Best,Travis Best,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/696.png,False
201976,Patrick,Beverley,Patrick Beverley,1610612749,MIL,,,https://cdn.nba.com/headshots/nba/latest/260x190/201976.png,True
1630180,Saddiq,Bey,Saddiq Bey,1610612737,ATL,,,https://cdn.nba.com/headshots/nba/latest/260x190/1630180.png,True
1630189,Tyler,Bey,Tyler Bey,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/1630189.png,False
204021,Sim,Bhullar,Sim Bhullar,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/204021.png,False
76160,Al,Bianchi,Al Bianchi,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76160.png,False
76161,Hank,Biasatti,Hank Biasatti,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76161.png,False
76162,Henry,Bibby,Henry Bibby,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76162.png,False
